ENLIGHTEN Version,1.7.2
Measurement ID,20190905-084822-816221-WP-00340
Serial Number,WP-00340
Label,Ibuprofen-11mm-1
Integration Time,500
Timestamp,2019-09-05 08:48:22.816221
Note,
Temperature,9.99381697227335
CCD C0,801.7174072265625
CCD C1,0.14122000336647034
CCD C2,-5.609700110653648e-06
CCD C3,-8.541699791919655e-09
CCD Offset,0
CCD Gain,1.9
Laser Wavelength,785
Laser Enable,True
Laser Power,100
Laser Temperature,0
Pixel Count,1024

Pixel,Wavelength,Wavenumber,Processed
0,801.72,265.63,128.00
1,801.86,267.83,152.00
2,802.00,270.02,173.00
3,802.14,272.22,194.00
4,802.28,274.41,238.00
5,802.42,276.60,298.00
6,802.56,278.80,350.00
7,802.71,280.99,415.00
8,802.85,283.18,508.00
9,802.99,285.37,635.00
10,803.13,287.55,734.00
11,803.27,289.74,845.00
12,803.41,291.93,992.00
13,803.55,294.11,1203.00
14,803.69,296.30,1364.00
15,803.83,298.48,1583.00
16,803.98,300.66,1798.00
17,804.12,302.84,1994.00
18,804.26,305.02,2115.00
19,804.40,307.20,2144.00
20,804.54,309.38,2131.00
21,804.68,311.56,2022.00
22,804.82,313.74,1874.00
23,804.96,315.91,1727.00
24,805.10,318.09,1693.00
25,805.24,320.26,1668.00
26,805.39,322.43,1668.00
27,805.53,324.61,1714.00
28,805.67,326.78,1688.00
29,805.81,328.95,1714.00
30,805.95,331.12,1739.00
31,806.09,333.28,1680.00
32,806.23,335.45,1643.00
33,806.37,337.62,1642.00
34,806.51,339.78,1646.00
35,806.65,341.95,1642.00
36,806.79,344.11,1681.00
37,806.93,346.27,1747.00
38,807.08,348.43,1856.00
39,807.22,350.59,1984.00
40,807.36,352.75,2176.00
41,807.50,354.91,2288.00
42,807.64,357.07,2344.00
43,807.78,359.23,2401.00
44,807.92,361.38,2287.00
45,808.06,363.54,2121.00
46,808.20,365.69,1942.00
47,808.34,367.84,1765.00
48,808.48,370.00,1678.00
49,808.62,372.15,1636.00
50,808.76,374.30,1600.00
51,808.90,376.45,1624.00
52,809.04,378.59,1672.00
53,809.19,380.74,1727.00
54,809.33,382.89,1727.00
55,809.47,385.03,1718.00
56,809.61,387.18,1621.00
57,809.75,389.32,1599.00
58,809.89,391.46,1503.00
59,810.03,393.60,1503.00
60,810.17,395.74,1485.00
61,810.31,397.88,1520.00
62,810.45,400.02,1510.00
63,810.59,402.16,1556.00
64,810.73,404.29,1701.00
65,810.87,406.43,1761.00
66,811.01,408.57,1950.00
67,811.15,410.70,2256.00
68,811.29,412.83,2597.00
69,811.43,414.96,2912.00
70,811.57,417.09,3101.00
71,811.71,419.22,3148.00
72,811.85,421.35,3072.00
73,811.99,423.48,2929.00
74,812.13,425.61,2699.00
75,812.27,427.73,2553.00
76,812.41,429.86,2380.00
77,812.55,431.98,2317.00
78,812.69,434.11,2177.00
79,812.83,436.23,2033.00
80,812.97,438.35,1843.00
81,813.11,440.47,1716.00
82,813.26,442.59,1583.00
83,813.40,444.71,1471.00
84,813.54,446.82,1419.00
85,813.68,448.94,1364.00
86,813.82,451.05,1339.00
87,813.96,453.17,1269.00
88,814.10,455.28,1269.00
89,814.24,457.39,1225.00
90,814.38,459.51,1235.00
91,814.52,461.62,1246.00
92,814.66,463.73,1229.00
93,814.80,465.83,1202.00
94,814.94,467.94,1250.00
95,815.08,470.05,1227.00
96,815.22,472.15,1213.00
97,815.36,474.26,1231.00
98,815.50,476.36,1235.00
99,815.63,478.47,1252.00
100,815.77,480.57,1299.00
101,815.91,482.67,1354.00
102,816.05,484.77,1418.00
103,816.19,486.87,1520.00
104,816.33,488.97,1591.00
105,816.47,491.06,1703.00
106,816.61,493.16,1853.00
107,816.75,495.25,1864.00
108,816.89,497.35,1854.00
109,817.03,499.44,1782.00
110,817.17,501.53,1623.00
111,817.31,503.62,1497.00
112,817.45,505.71,1465.00
113,817.59,507.80,1415.00
114,817.73,509.89,1457.00
115,817.87,511.98,1487.00
116,818.01,514.07,1509.00
117,818.15,516.15,1407.00
118,818.29,518.24,1258.00
119,818.43,520.32,1141.00
120,818.57,522.40,986.00
121,818.71,524.48,894.00
122,818.85,526.56,791.00
