ENLIGHTEN Version,1.7.2
Measurement ID,20190905-083734-731385-WP-00340
Serial Number,WP-00340
Label,08:37:34 WP-00340
Integration Time,500
Timestamp,2019-09-05 08:37:34.731385
Note,
Temperature,10.010854111966182
CCD C0,801.7174072265625
CCD C1,0.14122000336647034
CCD C2,-5.609700110653648e-06
CCD C3,-8.541699791919655e-09
CCD Offset,0
CCD Gain,1.9
Laser Wavelength,785
Laser Enable,True
Laser Power,100
Laser Temperature,0
Pixel Count,1024

Pixel,Wavelength,Wavenumber,Processed
0,801.72,265.63,409.00
1,801.86,267.83,525.00
2,802.00,270.02,691.00
3,802.14,272.22,856.00
4,802.28,274.41,1094.00
5,802.42,276.60,1440.00
6,802.56,278.80,1803.00
7,802.71,280.99,2324.00
8,802.85,283.18,2960.00
9,802.99,285.37,3672.00
10,803.13,287.55,4406.00
11,803.27,289.74,5256.00
12,803.41,291.93,6102.00
13,803.55,294.11,6839.00
14,803.69,296.30,7513.00
15,803.83,298.48,8039.00
16,803.98,300.66,8461.00
17,804.12,302.84,8914.00
18,804.26,305.02,9055.00
19,804.40,307.20,9245.00
20,804.54,309.38,9280.00
21,804.68,311.56,9253.00
22,804.82,313.74,9320.00
23,804.96,315.91,9326.00
24,805.10,318.09,9365.00
25,805.24,320.26,9365.00
26,805.39,322.43,9485.00
27,805.53,324.61,9518.00
28,805.67,326.78,9485.00
29,805.81,328.95,9543.00
30,805.95,331.12,9603.00
31,806.09,333.28,9633.00
32,806.23,335.45,9594.00
33,806.37,337.62,9683.00
34,806.51,339.78,9811.00
35,806.65,341.95,9779.00
36,806.79,344.11,9790.00
37,806.93,346.27,9908.00
38,807.08,348.43,9908.00
39,807.22,350.59,10001.00
40,807.36,352.75,10022.00
41,807.50,354.91,10092.00
42,807.64,357.07,10112.00
43,807.78,359.23,10132.00
44,807.92,361.38,10167.00
45,808.06,363.54,10094.00
46,808.20,365.69,10078.00
47,808.34,367.84,10045.00
48,808.48,370.00,10054.00
49,808.62,372.15,10043.00
50,808.76,374.30,10080.00
51,808.90,376.45,10128.00
52,809.04,378.59,10046.00
53,809.19,380.74,10185.00
54,809.33,382.89,10120.00
55,809.47,385.03,10179.00
56,809.61,387.18,10176.00
57,809.75,389.32,10200.00
58,809.89,391.46,10301.00
59,810.03,393.60,10328.00
60,810.17,395.74,10338.00
61,810.31,397.88,10539.00
62,810.45,400.02,10528.00
63,810.59,402.16,10575.00
64,810.73,404.29,10644.00
65,810.87,406.43,10811.00
66,811.01,408.57,10864.00
67,811.15,410.70,10942.00
68,811.29,412.83,11136.00
69,811.43,414.96,11393.00
70,811.57,417.09,11565.00
71,811.71,419.22,11707.00
72,811.85,421.35,11901.00
73,811.99,423.48,12059.00
74,812.13,425.61,12278.00
75,812.27,427.73,12420.00
76,812.41,429.86,12590.00
77,812.55,431.98,12904.00
78,812.69,434.11,13104.00
79,812.83,436.23,13351.00
80,812.97,438.35,13611.00
81,813.11,440.47,13885.00
82,813.26,442.59,13955.00
83,813.40,444.71,14165.00
84,813.54,446.82,14152.00
85,813.68,448.94,14009.00
86,813.82,451.05,13913.00
87,813.96,453.17,13736.00
88,814.10,455.28,13484.00
89,814.24,457.39,13024.00
90,814.38,459.51,12651.00
91,814.52,461.62,12356.00
92,814.66,463.73,11919.00
93,814.80,465.83,11757.00
94,814.94,467.94,11530.00
95,815.08,470.05,11222.00
96,815.22,472.15,11068.00
97,815.36,474.26,10936.00
98,815.50,476.36,10813.00
99,815.63,478.47,10743.00
100,815.77,480.57,10565.00
101,815.91,482.67,10636.00
102,816.05,484.77,10499.00
103,816.19,486.87,10402.00
104,816.33,488.97,10368.00
105,816.47,491.06,10410.00
106,816.61,493.16,10381.00
107,816.75,495.25,10374.00
108,816.89,497.35,10312.00
109,817.03,499.44,10280.00
110,817.17,501.53,10168.00
111,817.31,503.62,10206.00
112,817.45,505.71,10293.00
113,817.59,507.80,10185.00
114,817.73,509.89,10122.00
115,817.87,511.98,10187.00
116,818.01,514.07,10225.00
117,818.15,516.15,10206.00
118,818.29,518.24,10095.00
119,818.43,520.32,10074.00
120,818.57,522.40,10037.00
121,818.71,524.48,10077.00
122,818.85,526.56,10035.00
123,818.99,528.64,10088.00
124,819.13,530.72,10029.00
125,819.27,532.80,10054.00
126,819.40,534.88,10029.00
127,819.54,536.95,10159.00
128,819.68,539.03,10077.00
129,819.82,541.10,10119.00
130,819.96,543.17,10183.00
131,820.10,545.24,10168.00
132,820.24,547.32,10160.00
133,820.38,549.39,10292.00
134,820.52,551.45,10326.00
135,820.66,553.52,10385.00
136,820.80,555.59,10405.00
137,820.94,557.66,10575.00
138,821.08,559.72,10594.00
139,821.22,561.78,10617.00
140,821.35,563.85,10668.00
141,821.49,565.91,10669.00
142,821.63,567.97,10910.00
143,821.77,570.03,10933.00
144,821.91,572.09,10995.00
145,822.05,574.15,11243.00
146,822.19,576.21,11388.00
147,822.33,578.26,11486.00
148,822.47,580.32,11714.00
149,822.61,582.37,11922.00
150,822.75,584.42,11937.00
151,822.88,586.48,12345.00
152,823.02,588.53,12626.00
153,823.16,590.58,12855.00
154,823.30,592.63,13094.00
155,823.44,594.68,13417.00
156,823.58,596.72,13610.00
157,823.72,598.77,13957.00
158,823.86,600.82,14039.00
159,824.00,602.86,14360.00
160,824.13,604.90,14369.00
161,824.27,606.95,14302.00
162,824.41,608.99,14287.00
163,824.55,611.03,14294.00
164,824.69,613.07,13970.00
165,824.83,615.11,13830.00
166,824.97,617.15,13588.00
167,825.10,619.18,13166.00
168,825.24,621.22,12951.00
169,825.38,623.25,12565.00
170,825.52,625.29,12517.00
171,825.66,627.32,12319.00
172,825.80,629.35,12081.00
173,825.94,631.38,12112.00
174,826.07,633.41,11996.00
175,826.21,635.44,11788.00
176,826.35,637.47,11581.00
177,826.49,639.50,11300.00
178,826.63,641.52,10899.00
179,826.77,643.55,10602.00
180,826.91,645.57,10503.00
181,827.04,647.60,10383.00
182,827.18,649.62,10376.00
183,827.32,651.64,10181.00
184,827.46,653.66,10223.00
185,827.60,655.68,10133.00
186,827.74,657.70,10102.00
187,827.87,659.71,10088.00
188,828.01,661.73,10005.00
189,828.15,663.75,9963.00
190,828.29,665.76,9987.00
191,828.43,667.77,9967.00
192,828.56,669.79,9923.00
193,828.70,671.80,9885.00
194,828.84,673.81,9890.00
195,828.98,675.82,9854.00
196,829.12,677.83,9812.00
197,829.25,679.83,9759.00
198,829.39,681.84,9746.00
199,829.53,683.84,9615.00
200,829.67,685.85,9660.00
201,829.81,687.85,9563.00
202,829.94,689.86,9620.00
203,830.08,691.86,9631.00
204,830.22,693.86,9675.00
205,830.36,695.86,9576.00
206,830.50,697.86,9582.00
207,830.63,699.85,9600.00
208,830.77,701.85,9653.00
209,830.91,703.85,9652.00
210,831.05,705.84,9628.00
211,831.18,707.84,9579.00
212,831.32,709.83,9592.00
213,831.46,711.82,9576.00
214,831.60,713.81,9658.00
215,831.74,715.80,9648.00
216,831.87,717.79,9648.00
217,832.01,719.78,9595.00
