ENLIGHTEN Version,1.7.2
Measurement ID,20190905-083327-112317-WP-00340
Serial Number,WP-00340
Label,08:33:27 WP-00340
Integration Time,100
Timestamp,2019-09-05 08:33:27.112317
Note,
Temperature,10.010854111966182
CCD C0,801.7174072265625
CCD C1,0.14122000336647034
CCD C2,-5.609700110653648e-06
CCD C3,-8.541699791919655e-09
CCD Offset,0
CCD Gain,1.9
Laser Wavelength,785
Laser Enable,True
Laser Power,100
Laser Temperature,0
Pixel Count,1024

Pixel,Wavelength,Wavenumber,Processed
0,801.72,265.63,377.00
1,801.86,267.83,460.00
2,802.00,270.02,605.00
3,802.14,272.22,805.00
4,802.28,274.41,1014.00
5,802.42,276.60,1313.00
6,802.56,278.80,1686.00
7,802.71,280.99,2140.00
8,802.85,283.18,2730.00
9,802.99,285.37,3375.00
10,803.13,287.55,4065.00
11,803.27,289.74,4794.00
12,803.41,291.93,5542.00
13,803.55,294.11,6232.00
14,803.69,296.30,6829.00
15,803.83,298.48,7377.00
16,803.98,300.66,7794.00
17,804.12,302.84,8154.00
18,804.26,305.02,8298.00
19,804.40,307.20,8452.00
20,804.54,309.38,8486.00
21,804.68,311.56,8559.00
22,804.82,313.74,8628.00
23,804.96,315.91,8673.00
24,805.10,318.09,8591.00
25,805.24,320.26,8793.00
26,805.39,322.43,8752.00
27,805.53,324.61,8806.00
28,805.67,326.78,8882.00
29,805.81,328.95,8914.00
30,805.95,331.12,8946.00
31,806.09,333.28,9019.00
32,806.23,335.45,9184.00
33,806.37,337.62,9079.00
34,806.51,339.78,9214.00
35,806.65,341.95,9262.00
36,806.79,344.11,9298.00
37,806.93,346.27,9257.00
38,807.08,348.43,9333.00
39,807.22,350.59,9457.00
40,807.36,352.75,9473.00
41,807.50,354.91,9473.00
42,807.64,357.07,9488.00
43,807.78,359.23,9502.00
44,807.92,361.38,9487.00
45,808.06,363.54,9392.00
46,808.20,365.69,9434.00
47,808.34,367.84,9535.00
48,808.48,370.00,9542.00
49,808.62,372.15,9468.00
50,808.76,374.30,9497.00
51,808.90,376.45,9508.00
52,809.04,378.59,9674.00
53,809.19,380.74,9590.00
54,809.33,382.89,9669.00
55,809.47,385.03,9808.00
56,809.61,387.18,9671.00
57,809.75,389.32,9772.00
58,809.89,391.46,9945.00
59,810.03,393.60,9860.00
60,810.17,395.74,10046.00
61,810.31,397.88,10059.00
62,810.45,400.02,10119.00
63,810.59,402.16,10215.00
64,810.73,404.29,10166.00
65,810.87,406.43,10432.00
66,811.01,408.57,10416.00
67,811.15,410.70,10606.00
68,811.29,412.83,10859.00
69,811.43,414.96,10948.00
70,811.57,417.09,11152.00
71,811.71,419.22,11287.00
72,811.85,421.35,11603.00
73,811.99,423.48,11783.00
74,812.13,425.61,11943.00
75,812.27,427.73,12286.00
76,812.41,429.86,12565.00
77,812.55,431.98,12888.00
78,812.69,434.11,13066.00
79,812.83,436.23,13419.00
80,812.97,438.35,13704.00
81,813.11,440.47,13934.00
82,813.26,442.59,14080.00
83,813.40,444.71,14184.00
84,813.54,446.82,14338.00
85,813.68,448.94,14243.00
86,813.82,451.05,14068.00
87,813.96,453.17,13771.00
88,814.10,455.28,13478.00
89,814.24,457.39,12984.00
90,814.38,459.51,12526.00
91,814.52,461.62,12104.00
92,814.66,463.73,11716.00
93,814.80,465.83,11366.00
94,814.94,467.94,11065.00
95,815.08,470.05,10819.00
96,815.22,472.15,10639.00
97,815.36,474.26,10427.00
98,815.50,476.36,10303.00
99,815.63,478.47,10165.00
100,815.77,480.57,10044.00
101,815.91,482.67,9963.00
102,816.05,484.77,9886.00
103,816.19,486.87,9866.00
104,816.33,488.97,9709.00
105,816.47,491.06,9687.00
106,816.61,493.16,9696.00
107,816.75,495.25,9704.00
108,816.89,497.35,9738.00
109,817.03,499.44,9669.00
110,817.17,501.53,9608.00
111,817.31,503.62,9721.00
112,817.45,505.71,9671.00
113,817.59,507.80,9668.00
114,817.73,509.89,9627.00
115,817.87,511.98,9593.00
116,818.01,514.07,9681.00
117,818.15,516.15,9656.00
118,818.29,518.24,9613.00
119,818.43,520.32,9620.00
120,818.57,522.40,9726.00
121,818.71,524.48,9662.00
122,818.85,526.56,9654.00
123,818.99,528.64,9631.00
124,819.13,530.72,9723.00
125,819.27,532.80,9729.00
126,819.40,534.88,9729.00
127,819.54,536.95,9743.00
128,819.68,539.03,9776.00
129,819.82,541.10,9766.00
130,819.96,543.17,9849.00
131,820.10,545.24,9926.00
132,820.24,547.32,9842.00
133,820.38,549.39,10028.00
134,820.52,551.45,9945.00
135,820.66,553.52,10086.00
136,820.80,555.59,10107.00
137,820.94,557.66,10241.00
138,821.08,559.72,10147.00
139,821.22,561.78,10352.00
140,821.35,563.85,10339.00
141,821.49,565.91,10480.00
142,821.63,567.97,10410.00
143,821.77,570.03,10761.00
144,821.91,572.09,10805.00
145,822.05,574.15,10860.00
146,822.19,576.21,11030.00
147,822.33,578.26,11146.00
148,822.47,580.32,11374.00
149,822.61,582.37,11553.00
150,822.75,584.42,11768.00
151,822.88,586.48,11985.00
152,823.02,588.53,12189.00
153,823.16,590.58,12401.00
154,823.30,592.63,12698.00
155,823.44,594.68,12907.00
156,823.58,596.72,13181.00
157,823.72,598.77,13497.00
158,823.86,600.82,13659.00
159,824.00,602.86,13923.00
160,824.13,604.90,14055.00
161,824.27,606.95,14100.00
162,824.41,608.99,14296.00
163,824.55,611.03,14345.00
164,824.69,613.07,14136.00
165,824.83,615.11,13952.00
166,824.97,617.15,13680.00
167,825.10,619.18,13412.00
168,825.24,621.22,13206.00
169,825.38,623.25,12709.00
170,825.52,625.29,12435.00
171,825.66,627.32,12173.00
172,825.80,629.35,11929.00
173,825.94,631.38,11732.00
174,826.07,633.41,11581.00
175,826.21,635.44,11363.00
176,826.35,637.47,11144.00
177,826.49,639.50,10887.00
178,826.63,641.52,10737.00
179,826.77,643.55,10483.00
180,826.91,645.57,10336.00
181,827.04,647.60,10238.00
182,827.18,649.62,10202.00
183,827.32,651.64,10058.00
184,827.46,653.66,9998.00
185,827.60,655.68,10002.00
186,827.74,657.70,9940.00
187,827.87,659.71,9867.00
188,828.01,661.73,9924.00
189,828.15,663.75,9841.00
190,828.29,665.76,9793.00
191,828.43,667.77,9752.00
192,828.56,669.79,9745.00
193,828.70,671.80,9776.00
194,828.84,673.81,9697.00
195,828.98,675.82,9759.00
196,829.12,677.83,9655.00
197,829.25,679.83,9542.00
198,829.39,681.84,9537.00
199,829.53,683.84,9553.00
200,829.67,685.85,9515.00
201,829.81,687.85,9569.00
202,829.94,689.86,9584.00
203,830.08,691.86,9624.00
204,830.22,693.86,9588.00
205,830.36,695.86,9521.00
206,830.50,697.86,9512.00
207,830.63,699.85,9520.00
208,830.77,701.85,9508.00
209,830.91,703.85,9568.00
210,831.05,705.84,9523.00
211,831.18,707.84,9550.00
212,831.32,709.83,9555.00
213,831.46,711.82,9643.00
214,831.60,713.81,9569.00
215,831.74,715.80,9687.00
216,831.87,717.79,9632.00
217,832.01,719.78,9693.00
218,832.15,721.76,9579.00
219,832.29,723.75,9588.00
220,832.42,725.74,9561.00
221,832.56,727.72,9548.00
222,832.70,729.70,9508.00
223,832.84,731.68,9453.00
224,832.97,733.67,9382.00
225,833.11,735.65,9411.00
226,833.25,737.62,9335.00
227,833.39,739.60,9310.00
228,833.52,741.58,9427.00
229,833.66,743.56,9398.00
230,833.80,745.53,9434.00
231,833.93,747.51,9466.00
232,834.07,749.48,9462.00
233,834.21,751.45,9495.00
234,834.35,753.42,9446.00
235,834.48,755.39,9394.00
236,834.62,757.36,9318.00
