ENLIGHTEN Version,1.7.2
Measurement ID,20190905-084207-669164-WP-00340
Serial Number,WP-00340
Label,08:42:07 WP-00340
Integration Time,500
Timestamp,2019-09-05 08:42:07.669164
Note,
Temperature,9.99381697227335
CCD C0,801.7174072265625
CCD C1,0.14122000336647034
CCD C2,-5.609700110653648e-06
CCD C3,-8.541699791919655e-09
CCD Offset,0
CCD Gain,1.9
Laser Wavelength,785
Laser Enable,True
Laser Power,100
Laser Temperature,0
Pixel Count,1024

Pixel,Wavelength,Wavenumber,Processed
0,801.72,265.63,495.00
1,801.86,267.83,632.00
2,802.00,270.02,816.00
3,802.14,272.22,1042.00
4,802.28,274.41,1341.00
5,802.42,276.60,1739.00
6,802.56,278.80,2222.00
7,802.71,280.99,2823.00
8,802.85,283.18,3603.00
9,802.99,285.37,4400.00
10,803.13,287.55,5375.00
11,803.27,289.74,6367.00
12,803.41,291.93,7356.00
13,803.55,294.11,8312.00
14,803.69,296.30,9181.00
15,803.83,298.48,9940.00
16,803.98,300.66,10453.00
17,804.12,302.84,10970.00
18,804.26,305.02,11207.00
19,804.40,307.20,11452.00
20,804.54,309.38,11477.00
21,804.68,311.56,11629.00
22,804.82,313.74,11642.00
23,804.96,315.91,11647.00
24,805.10,318.09,11684.00
25,805.24,320.26,11705.00
26,805.39,322.43,11690.00
27,805.53,324.61,11779.00
28,805.67,326.78,11945.00
29,805.81,328.95,11909.00
30,805.95,331.12,11873.00
31,806.09,333.28,11957.00
32,806.23,335.45,12080.00
33,806.37,337.62,12000.00
34,806.51,339.78,12089.00
35,806.65,341.95,12079.00
36,806.79,344.11,12131.00
37,806.93,346.27,12194.00
38,807.08,348.43,12367.00
39,807.22,350.59,12295.00
40,807.36,352.75,12335.00
41,807.50,354.91,12443.00
42,807.64,357.07,12432.00
43,807.78,359.23,12422.00
44,807.92,361.38,12425.00
45,808.06,363.54,12362.00
46,808.20,365.69,12381.00
47,808.34,367.84,12314.00
48,808.48,370.00,12302.00
49,808.62,372.15,12314.00
50,808.76,374.30,12390.00
51,808.90,376.45,12483.00
52,809.04,378.59,12567.00
53,809.19,380.74,12495.00
54,809.33,382.89,12579.00
55,809.47,385.03,12707.00
56,809.61,387.18,12693.00
57,809.75,389.32,12770.00
58,809.89,391.46,12675.00
59,810.03,393.60,12878.00
60,810.17,395.74,12913.00
61,810.31,397.88,12995.00
62,810.45,400.02,13052.00
63,810.59,402.16,13166.00
64,810.73,404.29,13177.00
65,810.87,406.43,13417.00
66,811.01,408.57,13644.00
67,811.15,410.70,13782.00
68,811.29,412.83,13969.00
69,811.43,414.96,14214.00
70,811.57,417.09,14312.00
71,811.71,419.22,14604.00
72,811.85,421.35,14831.00
73,811.99,423.48,15019.00
74,812.13,425.61,15172.00
75,812.27,427.73,15464.00
76,812.41,429.86,15669.00
77,812.55,431.98,15860.00
78,812.69,434.11,16201.00
79,812.83,436.23,16531.00
80,812.97,438.35,16707.00
