ENLIGHTEN Version,1.7.2
Measurement ID,20190905-083549-189888-WP-00340
Serial Number,WP-00340
Label,08:35:49 WP-00340
Integration Time,200
Timestamp,2019-09-05 08:35:49.189888
Note,
Temperature,10.010854111966182
CCD C0,801.7174072265625
CCD C1,0.14122000336647034
CCD C2,-5.609700110653648e-06
CCD C3,-8.541699791919655e-09
CCD Offset,0
CCD Gain,1.9
Laser Wavelength,785
Laser Enable,True
Laser Power,100
Laser Temperature,0
Pixel Count,1024

Pixel,Wavelength,Wavenumber,Processed
0,801.72,265.63,401.00
1,801.86,267.83,546.00
2,802.00,270.02,670.00
3,802.14,272.22,847.00
4,802.28,274.41,1078.00
5,802.42,276.60,1421.00
6,802.56,278.80,1851.00
7,802.71,280.99,2342.00
8,802.85,283.18,2964.00
9,802.99,285.37,3660.00
10,803.13,287.55,4423.00
11,803.27,289.74,5254.00
12,803.41,291.93,6023.00
13,803.55,294.11,6869.00
14,803.69,296.30,7558.00
15,803.83,298.48,8102.00
16,803.98,300.66,8561.00
17,804.12,302.84,8993.00
18,804.26,305.02,9204.00
19,804.40,307.20,9402.00
20,804.54,309.38,9449.00
21,804.68,311.56,9578.00
22,804.82,313.74,9571.00
23,804.96,315.91,9609.00
24,805.10,318.09,9717.00
25,805.24,320.26,9649.00
26,805.39,322.43,9769.00
27,805.53,324.61,9833.00
28,805.67,326.78,9892.00
29,805.81,328.95,9941.00
30,805.95,331.12,9991.00
31,806.09,333.28,10115.00
32,806.23,335.45,10098.00
33,806.37,337.62,10147.00
34,806.51,339.78,10234.00
35,806.65,341.95,10212.00
36,806.79,344.11,10317.00
37,806.93,346.27,10364.00
38,807.08,348.43,10338.00
39,807.22,350.59,10448.00
40,807.36,352.75,10396.00
41,807.50,354.91,10470.00
42,807.64,357.07,10504.00
43,807.78,359.23,10539.00
44,807.92,361.38,10504.00
45,808.06,363.54,10520.00
46,808.20,365.69,10430.00
47,808.34,367.84,10473.00
48,808.48,370.00,10469.00
49,808.62,372.15,10453.00
50,808.76,374.30,10508.00
51,808.90,376.45,10592.00
52,809.04,378.59,10577.00
53,809.19,380.74,10728.00
54,809.33,382.89,10785.00
55,809.47,385.03,10741.00
56,809.61,387.18,10883.00
57,809.75,389.32,10859.00
58,809.89,391.46,10819.00
59,810.03,393.60,10954.00
60,810.17,395.74,10999.00
61,810.31,397.88,11057.00
62,810.45,400.02,11146.00
63,810.59,402.16,11160.00
64,810.73,404.29,11309.00
65,810.87,406.43,11381.00
66,811.01,408.57,11446.00
67,811.15,410.70,11597.00
68,811.29,412.83,11755.00
69,811.43,414.96,11943.00
70,811.57,417.09,12243.00
71,811.71,419.22,12259.00
72,811.85,421.35,12466.00
73,811.99,423.48,12564.00
74,812.13,425.61,12884.00
75,812.27,427.73,13045.00
76,812.41,429.86,13248.00
77,812.55,431.98,13577.00
78,812.69,434.11,13813.00
79,812.83,436.23,13941.00
80,812.97,438.35,14211.00
81,813.11,440.47,14612.00
82,813.26,442.59,14722.00
83,813.40,444.71,14804.00
84,813.54,446.82,14854.00
85,813.68,448.94,14694.00
86,813.82,451.05,14551.00
87,813.96,453.17,14363.00
88,814.10,455.28,13987.00
89,814.24,457.39,13779.00
90,814.38,459.51,13291.00
91,814.52,461.62,12936.00
92,814.66,463.73,12698.00
93,814.80,465.83,12361.00
94,814.94,467.94,12048.00
95,815.08,470.05,11789.00
96,815.22,472.15,11618.00
97,815.36,474.26,11471.00
98,815.50,476.36,11341.00
99,815.63,478.47,11229.00
100,815.77,480.57,11163.00
101,815.91,482.67,11013.00
102,816.05,484.77,11033.00
103,816.19,486.87,10879.00
104,816.33,488.97,10942.00
105,816.47,491.06,10896.00
106,816.61,493.16,10882.00
107,816.75,495.25,10827.00
108,816.89,497.35,10821.00
109,817.03,499.44,10844.00
110,817.17,501.53,10778.00
111,817.31,503.62,10784.00
112,817.45,505.71,10823.00
113,817.59,507.80,10851.00
114,817.73,509.89,10800.00
115,817.87,511.98,10807.00
116,818.01,514.07,10867.00
117,818.15,516.15,10764.00
118,818.29,518.24,10756.00
119,818.43,520.32,10821.00
120,818.57,522.40,10788.00
121,818.71,524.48,10815.00
