ENLIGHTEN Version,1.7.2
Measurement ID,20190905-083803-681060-WP-00340
Serial Number,WP-00340
Label,08:38:03 WP-00340
Integration Time,500
Timestamp,2019-09-05 08:38:03.681060
Note,
Temperature,9.99381697227335
CCD C0,801.7174072265625
CCD C1,0.14122000336647034
CCD C2,-5.609700110653648e-06
CCD C3,-8.541699791919655e-09
CCD Offset,0
CCD Gain,1.9
Laser Wavelength,785
Laser Enable,True
Laser Power,100
Laser Temperature,0
Pixel Count,1024

Pixel,Wavelength,Wavenumber,Processed
0,801.72,265.63,369.00
1,801.86,267.83,489.00
2,802.00,270.02,613.00
3,802.14,272.22,765.00
4,802.28,274.41,974.00
5,802.42,276.60,1286.00
6,802.56,278.80,1663.00
7,802.71,280.99,2073.00
8,802.85,283.18,2583.00
9,802.99,285.37,3234.00
10,803.13,287.55,3953.00
11,803.27,289.74,4678.00
12,803.41,291.93,5386.00
13,803.55,294.11,6137.00
14,803.69,296.30,6715.00
15,803.83,298.48,7242.00
16,803.98,300.66,7678.00
17,804.12,302.84,7937.00
18,804.26,305.02,8163.00
19,804.40,307.20,8271.00
20,804.54,309.38,8332.00
21,804.68,311.56,8387.00
22,804.82,313.74,8317.00
23,804.96,315.91,8425.00
24,805.10,318.09,8348.00
25,805.24,320.26,8365.00
26,805.39,322.43,8431.00
27,805.53,324.61,8483.00
28,805.67,326.78,8484.00
29,805.81,328.95,8515.00
30,805.95,331.12,8545.00
31,806.09,333.28,8641.00
32,806.23,335.45,8737.00
33,806.37,337.62,8671.00
34,806.51,339.78,8768.00
35,806.65,341.95,8720.00
36,806.79,344.11,8825.00
37,806.93,346.27,8768.00
38,807.08,348.43,8928.00
39,807.22,350.59,8983.00
40,807.36,352.75,8988.00
41,807.50,354.91,8983.00
42,807.64,357.07,9028.00
43,807.78,359.23,9072.00
44,807.92,361.38,9061.00
45,808.06,363.54,9047.00
46,808.20,365.69,9002.00
47,808.34,367.84,9040.00
48,808.48,370.00,9036.00
49,808.62,372.15,8981.00
50,808.76,374.30,9005.00
51,808.90,376.45,9065.00
52,809.04,378.59,9123.00
53,809.19,380.74,9116.00
54,809.33,382.89,9109.00
55,809.47,385.03,9129.00
56,809.61,387.18,9165.00
57,809.75,389.32,9190.00
58,809.89,391.46,9245.00
59,810.03,393.60,9251.00
60,810.17,395.74,9353.00
61,810.31,397.88,9369.00
62,810.45,400.02,9358.00
63,810.59,402.16,9503.00
64,810.73,404.29,9548.00
65,810.87,406.43,9633.00
66,811.01,408.57,9667.00
67,811.15,410.70,9799.00
68,811.29,412.83,9983.00
69,811.43,414.96,10100.00
70,811.57,417.09,10300.00
71,811.71,419.22,10381.00
72,811.85,421.35,10550.00
73,811.99,423.48,10656.00
74,812.13,425.61,10861.00
75,812.27,427.73,11045.00
76,812.41,429.86,11325.00
77,812.55,431.98,11517.00
78,812.69,434.11,11759.00
79,812.83,436.23,11895.00
80,812.97,438.35,12143.00
81,813.11,440.47,12430.00
82,813.26,442.59,12567.00
83,813.40,444.71,12624.00
84,813.54,446.82,12696.00
85,813.68,448.94,12593.00
86,813.82,451.05,12481.00
87,813.96,453.17,12229.00
88,814.10,455.28,11910.00
89,814.24,457.39,11585.00
90,814.38,459.51,11367.00
91,814.52,461.62,11005.00
92,814.66,463.73,10740.00
93,814.80,465.83,10503.00
94,814.94,467.94,10234.00
95,815.08,470.05,10111.00
96,815.22,472.15,9948.00
97,815.36,474.26,9838.00
98,815.50,476.36,9733.00
99,815.63,478.47,9679.00
100,815.77,480.57,9563.00
101,815.91,482.67,9571.00
102,816.05,484.77,9493.00
103,816.19,486.87,9381.00
104,816.33,488.97,9358.00
105,816.47,491.06,9380.00
106,816.61,493.16,9287.00
107,816.75,495.25,9268.00
108,816.89,497.35,9168.00
109,817.03,499.44,9186.00
110,817.17,501.53,9206.00
111,817.31,503.62,9114.00
112,817.45,505.71,9055.00
113,817.59,507.80,9102.00
114,817.73,509.89,9129.00
115,817.87,511.98,9042.00
116,818.01,514.07,9118.00
117,818.15,516.15,9128.00
118,818.29,518.24,9119.00
119,818.43,520.32,9019.00
120,818.57,522.40,8966.00
121,818.71,524.48,8966.00
122,818.85,526.56,9055.00
123,818.99,528.64,8994.00
124,819.13,530.72,9017.00
125,819.27,532.80,9033.00
126,819.40,534.88,9083.00
127,819.54,536.95,9021.00
128,819.68,539.03,9031.00
129,819.82,541.10,8945.00
130,819.96,543.17,9097.00
131,820.10,545.24,9074.00
132,820.24,547.32,9156.00
133,820.38,549.39,9198.00
134,820.52,551.45,9338.00
135,820.66,553.52,9181.00
136,820.80,555.59,9350.00
137,820.94,557.66,9436.00
138,821.08,559.72,9470.00
139,821.22,561.78,9538.00
140,821.35,563.85,9539.00
141,821.49,565.91,9628.00
142,821.63,567.97,9677.00
143,821.77,570.03,9790.00
144,821.91,572.09,9938.00
145,822.05,574.15,10094.00
146,822.19,576.21,10119.00
147,822.33,578.26,10271.00
148,822.47,580.32,10431.00
149,822.61,582.37,10722.00
150,822.75,584.42,10889.00
151,822.88,586.48,11104.00
152,823.02,588.53,11308.00
153,823.16,590.58,11561.00
154,823.30,592.63,11819.00
155,823.44,594.68,12014.00
156,823.58,596.72,12322.00
157,823.72,598.77,12485.00
158,823.86,600.82,12698.00
159,824.00,602.86,12874.00
160,824.13,604.90,12873.00
161,824.27,606.95,12890.00
162,824.41,608.99,12787.00
163,824.55,611.03,12714.00
164,824.69,613.07,12470.00
165,824.83,615.11,12341.00
166,824.97,617.15,12169.00
167,825.10,619.18,11820.00
168,825.24,621.22,11564.00
169,825.38,623.25,11340.00
170,825.52,625.29,11140.00
171,825.66,627.32,10937.00
172,825.80,629.35,10847.00
173,825.94,631.38,10676.00
174,826.07,633.41,10541.00
175,826.21,635.44,10309.00
176,826.35,637.47,10077.00
177,826.49,639.50,9915.00
178,826.63,641.52,9675.00
179,826.77,643.55,9525.00
180,826.91,645.57,9415.00
181,827.04,647.60,9238.00
