ENLIGHTEN Version,1.7.2
Measurement ID,20190905-083430-314779-WP-00340
Serial Number,WP-00340
Label,08:34:30 WP-00340
Integration Time,100
Timestamp,2019-09-05 08:34:30.314779
Note,
Temperature,9.99381697227335
CCD C0,801.7174072265625
CCD C1,0.14122000336647034
CCD C2,-5.609700110653648e-06
CCD C3,-8.541699791919655e-09
CCD Offset,0
CCD Gain,1.9
Laser Wavelength,785
Laser Enable,True
Laser Power,100
Laser Temperature,0
Pixel Count,1024

Pixel,Wavelength,Wavenumber,Processed
0,801.72,265.63,474.00
1,801.86,267.83,592.00
2,802.00,270.02,772.00
3,802.14,272.22,976.00
4,802.28,274.41,1263.00
5,802.42,276.60,1689.00
6,802.56,278.80,2121.00
7,802.71,280.99,2699.00
8,802.85,283.18,3428.00
9,802.99,285.37,4162.00
10,803.13,287.55,5106.00
11,803.27,289.74,5946.00
12,803.41,291.93,6906.00
13,803.55,294.11,7852.00
14,803.69,296.30,8549.00
15,803.83,298.48,9153.00
16,803.98,300.66,9673.00
17,804.12,302.84,10149.00
18,804.26,305.02,10435.00
19,804.40,307.20,10497.00
20,804.54,309.38,10661.00
21,804.68,311.56,10746.00
22,804.82,313.74,10760.00
23,804.96,315.91,10735.00
24,805.10,318.09,10853.00
25,805.24,320.26,10782.00
26,805.39,322.43,10952.00
27,805.53,324.61,10988.00
28,805.67,326.78,11091.00
29,805.81,328.95,11113.00
30,805.95,331.12,11135.00
31,806.09,333.28,11213.00
32,806.23,335.45,11289.00
33,806.37,337.62,11372.00
34,806.51,339.78,11397.00
35,806.65,341.95,11405.00
36,806.79,344.11,11593.00
37,806.93,346.27,11505.00
38,807.08,348.43,11534.00
39,807.22,350.59,11614.00
40,807.36,352.75,11588.00
41,807.50,354.91,11711.00
42,807.64,357.07,11679.00
43,807.78,359.23,11648.00
44,807.92,361.38,11710.00
45,808.06,363.54,11761.00
46,808.20,365.69,11703.00
47,808.34,367.84,11705.00
48,808.48,370.00,11751.00
49,808.62,372.15,11817.00
50,808.76,374.30,11776.00
51,808.90,376.45,11957.00
52,809.04,378.59,11844.00
53,809.19,380.74,11912.00
54,809.33,382.89,12000.00
55,809.47,385.03,12022.00
56,809.61,387.18,12177.00
57,809.75,389.32,12116.00
58,809.89,391.46,12185.00
59,810.03,393.60,12306.00
60,810.17,395.74,12345.00
61,810.31,397.88,12428.00
62,810.45,400.02,12531.00
63,810.59,402.16,12637.00
64,810.73,404.29,12804.00
65,810.87,406.43,12780.00
66,811.01,408.57,12926.00
67,811.15,410.70,13080.00
68,811.29,412.83,13262.00
69,811.43,414.96,13380.00
70,811.57,417.09,13558.00
71,811.71,419.22,13885.00
72,811.85,421.35,14034.00
73,811.99,423.48,14456.00
74,812.13,425.61,14644.00
75,812.27,427.73,14941.00
76,812.41,429.86,15127.00
77,812.55,431.98,15483.00
78,812.69,434.11,15685.00
79,812.83,436.23,16162.00
80,812.97,438.35,16526.00
81,813.11,440.47,16677.00
82,813.26,442.59,16935.00
83,813.40,444.71,17089.00
84,813.54,446.82,17114.00
85,813.68,448.94,17048.00
86,813.82,451.05,16887.00
87,813.96,453.17,16529.00
88,814.10,455.28,16200.00
89,814.24,457.39,15774.00
90,814.38,459.51,15282.00
91,814.52,461.62,14737.00
92,814.66,463.73,14381.00
93,814.80,465.83,14048.00
94,814.94,467.94,13633.00
95,815.08,470.05,13366.00
96,815.22,472.15,13126.00
97,815.36,474.26,12880.00
98,815.50,476.36,12751.00
99,815.63,478.47,12592.00
100,815.77,480.57,12422.00
101,815.91,482.67,12323.00
102,816.05,484.77,12264.00
103,816.19,486.87,12190.00
104,816.33,488.97,12126.00
105,816.47,491.06,12126.00
106,816.61,493.16,12090.00
107,816.75,495.25,12124.00
108,816.89,497.35,12179.00
109,817.03,499.44,12074.00
110,817.17,501.53,12125.00
111,817.31,503.62,12065.00
112,817.45,505.71,12078.00
113,817.59,507.80,12038.00
114,817.73,509.89,12036.00
115,817.87,511.98,12029.00
116,818.01,514.07,11986.00
117,818.15,516.15,12082.00
118,818.29,518.24,12079.00
119,818.43,520.32,12055.00
120,818.57,522.40,12125.00
121,818.71,524.48,12088.00
122,818.85,526.56,12097.00
123,818.99,528.64,12129.00
124,819.13,530.72,12080.00
125,819.27,532.80,12137.00
126,819.40,534.88,12172.00
127,819.54,536.95,12110.00
128,819.68,539.03,12066.00
129,819.82,541.10,12245.00
130,819.96,543.17,12276.00
131,820.10,545.24,12232.00
132,820.24,547.32,12382.00
133,820.38,549.39,12335.00
134,820.52,551.45,12477.00
135,820.66,553.52,12565.00
136,820.80,555.59,12632.00
137,820.94,557.66,12493.00
138,821.08,559.72,12685.00
139,821.22,561.78,12773.00
140,821.35,563.85,12801.00
141,821.49,565.91,12997.00
142,821.63,567.97,13137.00
