ENLIGHTEN Version,1.7.2
Measurement ID,20190905-083828-873716-WP-00340
Serial Number,WP-00340
Label,08:38:28 WP-00340
Integration Time,500
Timestamp,2019-09-05 08:38:28.873716
Note,
Temperature,10.010854111966182
CCD C0,801.7174072265625
CCD C1,0.14122000336647034
CCD C2,-5.609700110653648e-06
CCD C3,-8.541699791919655e-09
CCD Offset,0
CCD Gain,1.9
Laser Wavelength,785
Laser Enable,True
Laser Power,100
Laser Temperature,0
Pixel Count,1024

Pixel,Wavelength,Wavenumber,Processed
0,801.72,265.63,384.00
1,801.86,267.83,515.00
2,802.00,270.02,643.00
3,802.14,272.22,835.00
4,802.28,274.41,1039.00
5,802.42,276.60,1349.00
6,802.56,278.80,1733.00
7,802.71,280.99,2247.00
8,802.85,283.18,2777.00
9,802.99,285.37,3434.00
10,803.13,287.55,4141.00
11,803.27,289.74,4948.00
12,803.41,291.93,5662.00
13,803.55,294.11,6401.00
14,803.69,296.30,7067.00
15,803.83,298.48,7645.00
16,803.98,300.66,8102.00
17,804.12,302.84,8534.00
18,804.26,305.02,8650.00
19,804.40,307.20,8832.00
20,804.54,309.38,8812.00
21,804.68,311.56,8857.00
22,804.82,313.74,8880.00
23,804.96,315.91,8901.00
24,805.10,318.09,8924.00
25,805.24,320.26,8829.00
26,805.39,322.43,8856.00
27,805.53,324.61,8981.00
28,805.67,326.78,9019.00
29,805.81,328.95,9043.00
30,805.95,331.12,9067.00
31,806.09,333.28,9137.00
32,806.23,335.45,9133.00
33,806.37,337.62,9190.00
34,806.51,339.78,9253.00
35,806.65,341.95,9246.00
36,806.79,344.11,9227.00
37,806.93,346.27,9386.00
38,807.08,348.43,9518.00
39,807.22,350.59,9514.00
40,807.36,352.75,9518.00
41,807.50,354.91,9643.00
42,807.64,357.07,9651.00
43,807.78,359.23,9658.00
44,807.92,361.38,9700.00
45,808.06,363.54,9611.00
46,808.20,365.69,9623.00
47,808.34,367.84,9559.00
48,808.48,370.00,9448.00
49,808.62,372.15,9466.00
50,808.76,374.30,9493.00
51,808.90,376.45,9563.00
52,809.04,378.59,9641.00
53,809.19,380.74,9664.00
54,809.33,382.89,9628.00
55,809.47,385.03,9638.00
56,809.61,387.18,9633.00
57,809.75,389.32,9680.00
58,809.89,391.46,9676.00
59,810.03,393.60,9822.00
60,810.17,395.74,9783.00
61,810.31,397.88,9877.00
62,810.45,400.02,9906.00
63,810.59,402.16,9940.00
64,810.73,404.29,10003.00
65,810.87,406.43,10092.00
66,811.01,408.57,10273.00
67,811.15,410.70,10358.00
68,811.29,412.83,10616.00
69,811.43,414.96,10749.00
70,811.57,417.09,10958.00
71,811.71,419.22,11032.00
72,811.85,421.35,11286.00
73,811.99,423.48,11291.00
74,812.13,425.61,11542.00
75,812.27,427.73,11754.00
76,812.41,429.86,11909.00
77,812.55,431.98,12061.00
78,812.69,434.11,12338.00
79,812.83,436.23,12508.00
80,812.97,438.35,12658.00
81,813.11,440.47,12869.00
82,813.26,442.59,12995.00
83,813.40,444.71,12991.00
84,813.54,446.82,13062.00
85,813.68,448.94,13031.00
86,813.82,451.05,12877.00
87,813.96,453.17,12717.00
88,814.10,455.28,12365.00
89,814.24,457.39,12072.00
90,814.38,459.51,11745.00
91,814.52,461.62,11488.00
92,814.66,463.73,11174.00
93,814.80,465.83,10959.00
94,814.94,467.94,10754.00
95,815.08,470.05,10532.00
96,815.22,472.15,10405.00
97,815.36,474.26,10265.00
98,815.50,476.36,10168.00
99,815.63,478.47,10113.00
100,815.77,480.57,10099.00
101,815.91,482.67,9936.00
102,816.05,484.77,10001.00
103,816.19,486.87,9875.00
104,816.33,488.97,9962.00
105,816.47,491.06,9795.00
106,816.61,493.16,9785.00
107,816.75,495.25,9804.00
108,816.89,497.35,9780.00
109,817.03,499.44,9744.00
110,817.17,501.53,9734.00
111,817.31,503.62,9722.00
112,817.45,505.71,9729.00
113,817.59,507.80,9669.00
114,817.73,509.89,9696.00
115,817.87,511.98,9672.00
116,818.01,514.07,9657.00
117,818.15,516.15,9643.00
118,818.29,518.24,9630.00
119,818.43,520.32,9613.00
120,818.57,522.40,9530.00
121,818.71,524.48,9493.00
122,818.85,526.56,9603.00
123,818.99,528.64,9532.00
124,819.13,530.72,9428.00
125,819.27,532.80,9525.00
126,819.40,534.88,9575.00
127,819.54,536.95,9441.00
128,819.68,539.03,9582.00
129,819.82,541.10,9574.00
130,819.96,543.17,9512.00
131,820.10,545.24,9565.00
132,820.24,547.32,9691.00
133,820.38,549.39,9740.00
134,820.52,551.45,9795.00
135,820.66,553.52,9786.00
136,820.80,555.59,9858.00
137,820.94,557.66,9888.00
138,821.08,559.72,9974.00
139,821.22,561.78,10060.00
140,821.35,563.85,10049.00
141,821.49,565.91,10223.00
142,821.63,567.97,10269.00
143,821.77,570.03,10350.00
144,821.91,572.09,10430.00
145,822.05,574.15,10581.00
146,822.19,576.21,10716.00
147,822.33,578.26,10925.00
148,822.47,580.32,11035.00
149,822.61,582.37,11347.00
150,822.75,584.42,11448.00
151,822.88,586.48,11705.00
152,823.02,588.53,11825.00
153,823.16,590.58,12135.00
154,823.30,592.63,12384.00
155,823.44,594.68,12558.00
156,823.58,596.72,12864.00
157,823.72,598.77,12951.00
158,823.86,600.82,13187.00
159,824.00,602.86,13381.00
160,824.13,604.90,13341.00
161,824.27,606.95,13428.00
162,824.41,608.99,13436.00
163,824.55,611.03,13248.00
164,824.69,613.07,13030.00
165,824.83,615.11,12852.00
166,824.97,617.15,12641.00
167,825.10,619.18,12417.00
168,825.24,621.22,12165.00
169,825.38,623.25,11842.00
170,825.52,625.29,11705.00
171,825.66,627.32,11709.00
172,825.80,629.35,11576.00
173,825.94,631.38,11576.00
174,826.07,633.41,11479.00
175,826.21,635.44,11295.00
176,826.35,637.47,11110.00
177,826.49,639.50,10676.00
178,826.63,641.52,10305.00
179,826.77,643.55,10075.00
180,826.91,645.57,9925.00
181,827.04,647.60,9889.00
182,827.18,649.62,9757.00
183,827.32,651.64,9672.00
184,827.46,653.66,9673.00
185,827.60,655.68,9578.00
186,827.74,657.70,9641.00
187,827.87,659.71,9549.00
188,828.01,661.73,9618.00
189,828.15,663.75,9523.00
190,828.29,665.76,9630.00
191,828.43,667.77,9546.00
192,828.56,669.79,9440.00
193,828.70,671.80,9373.00
194,828.84,673.81,9413.00
195,828.98,675.82,9355.00
