ENLIGHTEN Version,1.7.2
Measurement ID,20190905-084043-749934-WP-00340
Serial Number,WP-00340
Label,08:40:43 WP-00340
Integration Time,500
Timestamp,2019-09-05 08:40:43.749934
Note,
Temperature,10.010854111966182
CCD C0,801.7174072265625
CCD C1,0.14122000336647034
CCD C2,-5.609700110653648e-06
CCD C3,-8.541699791919655e-09
CCD Offset,0
CCD Gain,1.9
Laser Wavelength,785
Laser Enable,True
Laser Power,100
Laser Temperature,0
Pixel Count,1024

Pixel,Wavelength,Wavenumber,Processed
0,801.72,265.63,685.00
1,801.86,267.83,858.00
2,802.00,270.02,1111.00
3,802.14,272.22,1412.00
4,802.28,274.41,1815.00
5,802.42,276.60,2342.00
6,802.56,278.80,2990.00
7,802.71,280.99,3805.00
8,802.85,283.18,4811.00
9,802.99,285.37,5901.00
10,803.13,287.55,7183.00
11,803.27,289.74,8541.00
12,803.41,291.93,9835.00
13,803.55,294.11,11176.00
14,803.69,296.30,12218.00
15,803.83,298.48,13221.00
16,803.98,300.66,14068.00
17,804.12,302.84,14648.00
18,804.26,305.02,14908.00
19,804.40,307.20,15164.00
20,804.54,309.38,15280.00
21,804.68,311.56,15363.00
22,804.82,313.74,15308.00
23,804.96,315.91,15301.00
24,805.10,318.09,15390.00
25,805.24,320.26,15324.00
26,805.39,322.43,15449.00
27,805.53,324.61,15483.00
28,805.67,326.78,15464.00
29,805.81,328.95,15544.00
30,805.95,331.12,15624.00
31,806.09,333.28,15662.00
32,806.23,335.45,15758.00
33,806.37,337.62,15700.00
34,806.51,339.78,15681.00
35,806.65,341.95,15801.00
36,806.79,344.11,15723.00
37,806.93,346.27,15802.00
38,807.08,348.43,15906.00
39,807.22,350.59,16052.00
40,807.36,352.75,16008.00
41,807.50,354.91,15917.00
42,807.64,357.07,15978.00
43,807.78,359.23,16040.00
44,807.92,361.38,15981.00
45,808.06,363.54,15971.00
46,808.20,365.69,15858.00
47,808.34,367.84,15816.00
48,808.48,370.00,15717.00
49,808.62,372.15,15632.00
50,808.76,374.30,15843.00
51,808.90,376.45,15712.00
52,809.04,378.59,15932.00
53,809.19,380.74,15866.00
54,809.33,382.89,16060.00
55,809.47,385.03,15853.00
56,809.61,387.18,16017.00
57,809.75,389.32,16012.00
58,809.89,391.46,16054.00
59,810.03,393.60,16048.00
60,810.17,395.74,16094.00
61,810.31,397.88,16267.00
62,810.45,400.02,16238.00
63,810.59,402.16,16331.00
64,810.73,404.29,16486.00
65,810.87,406.43,16574.00
66,811.01,408.57,16796.00
67,811.15,410.70,16941.00
68,811.29,412.83,17343.00
69,811.43,414.96,17447.00
70,811.57,417.09,17774.00
71,811.71,419.22,17981.00
72,811.85,421.35,18023.00
73,811.99,423.48,18323.00
74,812.13,425.61,18325.00
75,812.27,427.73,18487.00
76,812.41,429.86,18774.00
77,812.55,431.98,19105.00
78,812.69,434.11,19242.00
79,812.83,436.23,19547.00
80,812.97,438.35,19742.00
81,813.11,440.47,19916.00
82,813.26,442.59,20067.00
83,813.40,444.71,20111.00
84,813.54,446.82,20231.00
85,813.68,448.94,20123.00
86,813.82,451.05,19776.00
87,813.96,453.17,19712.00
88,814.10,455.28,19157.00
89,814.24,457.39,18898.00
90,814.38,459.51,18592.00
91,814.52,461.62,17969.00
92,814.66,463.73,17721.00
93,814.80,465.83,17351.00
94,814.94,467.94,16984.00
95,815.08,470.05,16823.00
96,815.22,472.15,16722.00
97,815.36,474.26,16450.00
98,815.50,476.36,16347.00
99,815.63,478.47,16214.00
100,815.77,480.57,16088.00
101,815.91,482.67,16145.00
102,816.05,484.77,15905.00
103,816.19,486.87,15927.00
104,816.33,488.97,15946.00
105,816.47,491.06,16073.00
106,816.61,493.16,16054.00
107,816.75,495.25,16075.00
108,816.89,497.35,15968.00
109,817.03,499.44,15998.00
110,817.17,501.53,16002.00
111,817.31,503.62,15936.00
112,817.45,505.71,15899.00
113,817.59,507.80,15873.00
114,817.73,509.89,15955.00
115,817.87,511.98,15989.00
116,818.01,514.07,15866.00
117,818.15,516.15,15917.00
118,818.29,518.24,15822.00
119,818.43,520.32,15833.00
120,818.57,522.40,15810.00
121,818.71,524.48,15755.00
122,818.85,526.56,15833.00
123,818.99,528.64,15753.00
124,819.13,530.72,15714.00
125,819.27,532.80,15832.00
126,819.40,534.88,15766.00
127,819.54,536.95,15805.00
128,819.68,539.03,15879.00
129,819.82,541.10,15778.00
130,819.96,543.17,15936.00
131,820.10,545.24,15887.00
132,820.24,547.32,16071.00
133,820.38,549.39,16118.00
134,820.52,551.45,16025.00
135,820.66,553.52,16240.00
136,820.80,555.59,16105.00
137,820.94,557.66,16215.00
138,821.08,559.72,16316.00
139,821.22,561.78,16443.00
140,821.35,563.85,16423.00
141,821.49,565.91,16598.00
142,821.63,567.97,16727.00
143,821.77,570.03,16870.00
144,821.91,572.09,16895.00
145,822.05,574.15,17127.00
146,822.19,576.21,17268.00
147,822.33,578.26,17547.00
148,822.47,580.32,17844.00
149,822.61,582.37,17922.00
150,822.75,584.42,18129.00
151,822.88,586.48,18285.00
152,823.02,588.53,18565.00
153,823.16,590.58,18679.00
154,823.30,592.63,18995.00
155,823.44,594.68,19040.00
156,823.58,596.72,19406.00
157,823.72,598.77,19451.00
158,823.86,600.82,19826.00
159,824.00,602.86,19967.00
160,824.13,604.90,20222.00
161,824.27,606.95,20281.00
162,824.41,608.99,20350.00
163,824.55,611.03,20387.00
164,824.69,613.07,20144.00
165,824.83,615.11,20001.00
166,824.97,617.15,19752.00
167,825.10,619.18,19587.00
168,825.24,621.22,19305.00
169,825.38,623.25,18997.00
170,825.52,625.29,18869.00
171,825.66,627.32,19013.00
172,825.80,629.35,19019.00
173,825.94,631.38,19121.00
174,826.07,633.41,19058.00
175,826.21,635.44,18804.00
176,826.35,637.47,18550.00
177,826.49,639.50,17990.00
178,826.63,641.52,17545.00
179,826.77,643.55,17212.00
180,826.91,645.57,16984.00
181,827.04,647.60,16845.00
182,827.18,649.62,16571.00
183,827.32,651.64,16653.00
184,827.46,653.66,16523.00
185,827.60,655.68,16554.00
186,827.74,657.70,16563.00
187,827.87,659.71,16648.00
188,828.01,661.73,16682.00
189,828.15,663.75,16607.00
190,828.29,665.76,16597.00
191,828.43,667.77,16584.00
192,828.56,669.79,16483.00
193,828.70,671.80,16555.00
194,828.84,673.81,16568.00
195,828.98,675.82,16452.00
196,829.12,677.83,16408.00
197,829.25,679.83,16375.00
198,829.39,681.84,16347.00
199,829.53,683.84,16310.00
200,829.67,685.85,16274.00
201,829.81,687.85,16342.00
202,829.94,689.86,16324.00
203,830.08,691.86,16279.00
204,830.22,693.86,16314.00
205,830.36,695.86,16324.00
206,830.50,697.86,16393.00
207,830.63,699.85,16427.00
208,830.77,701.85,16512.00
209,830.91,703.85,16493.00
210,831.05,705.84,16602.00
211,831.18,707.84,16566.00
212,831.32,709.83,16539.00
213,831.46,711.82,16634.00
214,831.60,713.81,16537.00
215,831.74,715.80,16510.00
216,831.87,717.79,16615.00
217,832.01,719.78,16594.00
218,832.15,721.76,16603.00
219,832.29,723.75,16507.00
220,832.42,725.74,16554.00
221,832.56,727.72,16615.00
222,832.70,729.70,16523.00
223,832.84,731.68,16402.00
224,832.97,733.67,16432.00
225,833.11,735.65,16478.00
226,833.25,737.62,16377.00
227,833.39,739.60,16463.00
228,833.52,741.58,16714.00
229,833.66,743.56,16866.00
230,833.80,745.53,17091.00
231,833.93,747.51,17524.00
232,834.07,749.48,17648.00
